Column,Source_System,API_URL,Spatial_Res,Temporal_Res,Update_Frequency,Update_Category,Availability_Label,Missing_%,Missing_Root_Cause,Missing_Treatment,Gate1_Status,Gate2_Status
DF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.0668,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
DLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
DPMLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
DSF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.0275,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
DS_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
Des_Tp,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.002,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EALRLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EALR_PFS,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0177,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EAL_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EBF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.0884,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EBLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EBLRLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EBLR_PFS,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0177,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EBL_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EB_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EPLRLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EPLR_PFS,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0216,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EPL_ET,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,STATIC,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
EVC_1km,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
EVH,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
EVH_1km,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
EVT,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
EVT_1km,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
Ecoregion_NA_L2CODE,EPA Level-3 Ecoregions / NIFC GACC,https://www.epa.gov/eco-research/ecoregions,Vector polygon,Static,Static,STATIC,PRE_FIRE_STATIC,0.1336,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
Ecoregion_NA_L3CODE,EPA Level-3 Ecoregions / NIFC GACC,https://www.epa.gov/eco-research/ecoregions,Vector polygon,Static,Static,STATIC,PRE_FIRE_STATIC,0.1336,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
Ecoregion_US_L3CODE,EPA Level-3 Ecoregions / NIFC GACC,https://www.epa.gov/eco-research/ecoregions,Vector polygon,Static,Static,STATIC,PRE_FIRE_STATIC,0.1336,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
Ecoregion_US_L4CODE,EPA Level-3 Ecoregions / NIFC GACC,https://www.epa.gov/eco-research/ecoregions,Vector polygon,Static,Static,STATIC,PRE_FIRE_STATIC,0.1336,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
Elevation,USGS 3DEP / SRTM,https://elevation.nationalmap.gov/arcgis/rest/services/,30 m → 1 km aggregate,Static,Static,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
ExoticAnnualGrass,Rangeland Analysis Platform (RAP),https://rangelands.app/products/,30 m,Annual,Annual,STATIC,PRE_FIRE_STATIC,27.2145,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
FRG,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
FRG_1km,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
GACCAbbrev,EPA Level-3 Ecoregions / NIFC GACC,https://www.epa.gov/eco-research/ecoregions,Vector polygon,Static,Static,STATIC,PRE_FIRE_STATIC,0.1965,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
GAP_Prity,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.002,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
GAP_Sts,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.002,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
GDP,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0059,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
GHM,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
HBF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.114,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
HBLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
HB_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
HDF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.0668,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
HDLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
HD_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
HSEF,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0491,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
HWLI,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
IALHE,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
IALMILHSE,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
IAPLHSE,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
IAULHSE,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
IA_LMI_ET,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
IA_POV_ET,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
IA_UN_ET,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LIF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.0884,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LILHSE,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LLEF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,5.9079,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LLELI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LLE_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LMILHSE,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LMI_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LMI_PFS,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,5.8254,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LPF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LPMHVLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
LPP_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
Land_Cover,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
Land_Cover_1km,LANDFIRE,https://www.landfire.gov/viewer/,30 m → 1 km aggregate in FPA-FOD,~2-year release cycle,~2 years,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
MHVF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.568,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
MOD_EVI_12m,MODIS MOD13A1 (Terra),https://appeears.earthdatacloud.nasa.gov/,500 m,16-day composite,16-day,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
MOD_NDVI_12m,MODIS MOD13A1 (Terra),https://appeears.earthdatacloud.nasa.gov/,500 m,16-day composite,16-day,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
M_CLT,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_CLT_EOMI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_EBSI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_ENY,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_ENY_EOMI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_HLTH,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_HLTH_102,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_HSG_EOMI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_PLN,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_PLN_EOMI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_TRN,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_TRN_EOMI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_WKFC,NLDAS / TerraClimate (Water Budget),https://ldas.gsfc.nasa.gov/nldas/,4 km / 0.125°,Monthly,Monthly,MONTHLY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_WKFC_103,NLDAS / TerraClimate (Water Budget),https://ldas.gsfc.nasa.gov/nldas/,4 km / 0.125°,Monthly,Monthly,MONTHLY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
M_WKFC_105,NLDAS / TerraClimate (Water Budget),https://ldas.gsfc.nasa.gov/nldas/,4 km / 0.125°,Monthly,Monthly,MONTHLY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
Mang_Name,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.002,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
Mang_Type,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.002,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
NAME,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.1336,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
NDVI-1day,MODIS MOD13A1 (Terra),https://appeears.earthdatacloud.nasa.gov/,500 m,16-day composite,16-day,DAILY,PRE_FIRE_DYNAMIC,2.3309,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
